syscheck.event,syscheck.path,syscheck.attrs_after,syscheck.changed_attributes,syscheck.size_before,syscheck.size_after,syscheck.mtime_before,syscheck.mtime_after,syscheck.md5_before,syscheck.md5_after,syscheck.uid_after,syscheck.uname_after,syscheck.arch,agent.name,@timestamp
modified,D:\Work\quickly.txt,"write,archive",size,566670,611909,"May 07, 2025 @ 16:47:56","May 07, 2025 @ 17:09:53",c39a4ef5f4f0a85ca1de16628a616b38644bea745ef7c39d0cd26a5919145cd8,ca9a70bf22992c6b73517151ea1a4680307423b6a2cf12eee0726d6d976aa80c,7205,User3,arm64,HOME-PC,"May 03, 2025 @ 15:31:18.569"
added,E:\Data\attention.pptx,"system,write,hidden,read",owner,1174703,764166,"May 22, 2025 @ 13:57:53","May 22, 2025 @ 14:34:46",fc8ed5e6ead11c973b0566eac3a477c57bc93f7e64900e7e61a46d4fb5ad2092,c4306b1ad8edac8bf2e5668873b6d3de4c0e6faa6722806a527ec3152966d0a9,9804,User2,arm64,DESKTOP-5JEIKFF,"May 12, 2025 @ 17:56:26.241"
deleted,C:\ProgramData\focus.csv,"archive,system,hidden,read","mtime,group",914005,1085365,"May 03, 2025 @ 07:54:45","May 03, 2025 @ 07:58:56",976fe766a14bf83244ed6b73f481c113004e498058e862d7341ba3050261f977,4e3aeadab21b20c88ee49f63496545ec0107dabab0598fd5a542ba259405aae0,1455,User6,x86_64,SERVER-BETA,"May 07, 2025 @ 18:19:37.147"
deleted,C:\Users\User1\Downloads\particular.csv,"exec,write,hidden",size,479614,97343,"May 12, 2025 @ 02:09:13","May 12, 2025 @ 02:25:49",07a91cf89c7e855ac64fef34dad074f685cac9be7c1b36047f382ec4fe827abe,18f1cf9d7a03d11f6e1883d4c8757bf93545de9d1bfb3aa7e029e8130e4c70ef,3634,User2,AMD64,DESKTOP-XYZ,"May 05, 2025 @ 09:55:19.322"
deleted,C:\ProgramData\nor.bat,"exec,system","mode,size",918103,761532,"May 26, 2025 @ 21:10:38","May 26, 2025 @ 21:19:02",31ad91c46431ce29e171aee0ab2b481af9d4b193995041da97fb7f7932e2d1e2,0bd467efea5d7c43f3c43238384acc7dbf02a21ca1736e2b4b8ce077d7101d37,6279,User3,x86,LAPTOP-1234,"May 08, 2025 @ 14:45:57.909"
added,C:\Users\Public\Videos\do.pdf,"exec,archive,hidden","mtime,owner",210360,709703,"May 11, 2025 @ 21:04:24","May 11, 2025 @ 21:11:25",c0dd898654f8bc9d898236c9b79a45f79c57bf6edbcb699e01b9b2287c34f164,293f27fbe031b9d74ba6b32aaa6778b9781df6154ce8b0167c8799a46e17db9f,2439,User3,x86,WIN-LAPTOP,"May 31, 2025 @ 17:41:24.814"
modified,C:\Users\Project\Documents\ahead.txt,"hidden,read,archive,exec",owner,1366150,1524229,"May 23, 2025 @ 08:23:26","May 23, 2025 @ 08:37:36",b133280b3ef7b549241e9486304a9082,7d10000197f7529941ca803cc4fcd025,4930,System,x86,WIN-LAPTOP,"May 24, 2025 @ 19:36:59.282"
added,C:\Users\User1\Downloads\activity.docx,"system,archive","mode,owner",407049,594747,"May 17, 2025 @ 05:56:15","May 17, 2025 @ 06:32:48",5b3c0860999a009b9775143287ac525101e2f397389498049eade8bb3d37120c,6f681315c0101652cb40860531c40179,3326,Admin,AMD64,WORKSTATION-01,"May 25, 2025 @ 01:09:32.764"
modified,C:\Users\User1\Downloads\leader.dll,"exec,read","mtime,group",1059094,641301,"May 04, 2025 @ 00:32:27","May 04, 2025 @ 00:54:43",ee74a7e8b54bfc860451b5449478e4e445d32d88d2d0c3f210cd5006331189b6,b66999ccc1a4a0423b03bb1275571de63342a8b95cc868642bd1cad4b622cb2e,2339,User5,x86,DESKTOP-ALPHA,"May 06, 2025 @ 12:45:50.298"
modified,C:\Users\Project\Documents\customer.docx,"write,exec,archive,read",group,1711350,2048527,"May 29, 2025 @ 12:50:39","May 29, 2025 @ 13:14:54",ababfd9944714c03974736cf2ce27c5cdffaf35af61745536e2bcf6e78e5bc75,27708c48b1963bb6a0e5148d80eb4c45fa88417e947b8f7be94395c6cd4812a5,7846,User1,x86_64,WORKSTATION-01,"May 14, 2025 @ 18:08:10.708"
added,C:\Users\User1\Downloads\individual.jpg,"read,write",mode,301733,781337,"May 14, 2025 @ 17:11:46","May 14, 2025 @ 17:54:27",383eb12470ff015ffd4372b4cff940990af32756dd8af5ec3485265daa2dcf23,7336a8511531706bc6b6c91f9f9de978559b8cc6df3d49ef75cff440205a6f67,6553,User2,x86_64,WORKSTATION-01,"May 13, 2025 @ 02:21:01.126"
modified,C:\Windows\Temp\south.pptx,"archive,exec,hidden,read",mtime,1867437,1906426,"May 09, 2025 @ 20:36:59","May 09, 2025 @ 20:57:24",e72e8a30e08cced0860aca6821020070141f5b2b5e08e562ad2b21e5086333d1,876df40b1b33fc362b2c225f4601c3ce0f72f3c694eecb3428033d15111bbf36,8188,User5,x86,DESKTOP-XYZ,"May 21, 2025 @ 09:27:54.020"
added,C:\Users\User2\Desktop\product.bat,"system,write","mtime,group",478890,656197,"May 30, 2025 @ 12:10:29","May 30, 2025 @ 12:39:40",892424b69a9c2f7b4c736f7a11e243a8d46a3dca4b76d409ebd560bf6d1549ff,f65991e1ef045014a75d31b68af6cd74634128604f1643b748c4e314202a6a8e,9265,User5,AMD64,DESKTOP-XYZ,"May 31, 2025 @ 21:39:16.482"
added,C:\ProgramData\senior.docx,"write,read,archive",size,1742792,1702422,"May 18, 2025 @ 01:58:17","May 18, 2025 @ 02:03:24",d0b18a29db284cfb765b2e85e5c8ab7a,bd8b07b35901c369a94cb14b684d7b01c8f7399bbc891a1a3358d2aa60158672,6727,Project,AMD64,WIN-LAPTOP,"May 15, 2025 @ 13:25:09.291"
modified,C:\Users\Guest\Documents\perform.exe,"archive,exec",owner,1461192,1773721,"May 22, 2025 @ 04:20:20","May 22, 2025 @ 04:30:11",6367e40afa4d0bd0742d49034fdf45e9ef5efd255b018ffa4c2b234ba241d01e,159c5c0e41bc96c84e45d45e794b5110e26d5ff935a0dee7ffbb133ec2b983e2,4386,Project,arm64,WORKSTATION-01,"May 26, 2025 @ 08:28:31.698"
modified,D:\Work\magazine.bat,"system,exec,archive",mtime,1225357,1158524,"May 12, 2025 @ 04:45:22","May 12, 2025 @ 04:59:09",33aaee876f08d4bc23a4b0695ba374465adac19de64b6c1090ac7794f655c550,eca847c2bfd4fb4aaa545d62717ebaf7b6f4d119982285ab7504482df5e7dd8c,9721,Admin,x86,PC-GAMER,"May 31, 2025 @ 21:17:45.661"
deleted,C:\Users\User1\Downloads\drop.docx,"archive,exec,read","group,owner",1783077,1997818,"May 05, 2025 @ 01:42:21","May 05, 2025 @ 02:13:08",872fe43ea2e60d50931ef3aa2d45d0c128448604cc73a6330be675f6f4f9affb,b2e3e132558faffb58ea1181b08ff99061ce5c5e0ce9a4cfa2954938c28bba25,8242,User2,x86_64,LAPTOP-1234,"May 04, 2025 @ 08:17:51.676"
modified,D:\Work\style.jpg,"exec,read,hidden","mtime,size",1674768,1862179,"May 04, 2025 @ 22:22:56","May 04, 2025 @ 22:26:41",ac4c10ad34262ae2feca9ce20a603f30cd5d9c94cf61afcaf4baa80be2a42e43,3092e81d26466e35bb9730402bee56f29f14a6375d2b2f4fab6c0a024e35bc47,6121,System,x86_64,SERVER-001,"May 03, 2025 @ 06:30:31.616"
added,C:\Windows\Temp\ball.docx,"hidden,system","mtime,group",148761,365982,"May 03, 2025 @ 10:02:34","May 03, 2025 @ 10:45:24",9c17fd7d857e192ee248f86f7a5dc2d4afc1d5e6718ea514c14a09245be51c2b,c7f23158517a39022f15b36aa0b1f9d81c9b6e7a85b5136f8829111a40b06b82,6855,Project,x86_64,LAPTOP-1234,"May 17, 2025 @ 23:18:37.688"
deleted,C:\Windows\System32\interest.exe,"exec,write,hidden,archive",mtime,156262,575442,"May 14, 2025 @ 05:54:51","May 14, 2025 @ 06:46:33",45c719b040ff7a42caac814e6af6553fa2153c486c155f6cb740b6dcb9a2a09d,23e096e8f012eb813d98ffbb5e3f8be622d4a279bb189a51a609ddb7e3fded46,4926,Admin,arm64,LAPTOP-1234,"May 03, 2025 @ 06:30:31.616"
deleted,C:\Users\Project\Documents\recently.csv,"exec,read,system,hidden","mtime,owner",1187825,1010039,"May 06, 2025 @ 17:52:28","May 06, 2025 @ 18:18:13",4738077d0a5a871c85c3ac0353ececb98dc6fe58db600b3fb3654d0311bc4b17,c044dffc977d20e4d9e8fe00317934560d5259b1c29b7170bcf22b823a231327,9302,System,x86,WORKSTATION-01,"May 02, 2025 @ 18:35:08.470"
added,D:\Work\adult.docx,"system,exec","mode,mtime",1997181,1894564,"May 22, 2025 @ 12:58:43","May 22, 2025 @ 13:14:33",47e54bdf4ef69f296b5f836d365ed442b8bc3fd4ba53e19d431f55ceaab5a30c,24c5b8d704ebd1d0fd7d1e58dfaa71d45c8c0b087dcbb1187067dc1a74c3aa2c,6062,User3,AMD64,DESKTOP-5JEIKFF,"May 29, 2025 @ 12:26:44.145"
modified,D:\Work\either.dll,"read,system","group,size",385549,117047,"May 10, 2025 @ 19:56:58","May 10, 2025 @ 20:05:26",0d4ad0a494da34a212ff0a8451724c64,00707f40711689b60ce43c2d0382c1d1ad69c4bcf4ffb6e2c038df2d686e6ce8,1917,User4,AMD64,DESKTOP-5JEIKFF,"May 26, 2025 @ 01:18:04.450"
added,C:\Windows\System32\attack.xlsx,"system,write","group,owner",8493,1,"May 22, 2025 @ 10:54:11","May 22, 2025 @ 11:42:54",685d6328cdc74cb3a46bc54add6d64ce4032162210c9b303bcfdb0f36d57da71,f4a15f2419e61e4bad48bb2f80e9f953,8293,User4,arm64,WIN-LAPTOP,"May 20, 2025 @ 16:21:54.649"
modified,C:\Windows\System32\process.pdf,"read,exec,system,hidden",mtime,613831,644156,"May 12, 2025 @ 18:18:51","May 12, 2025 @ 18:27:27",37f68c0d19f62ce1a0aa8304d1b61c83983fa48c72b8975bc70e26eca1b5d721,407d9eb69eb6b56bc1c72991333f286ada6618765c49a2a7e38b8ac419d9a5b1,4646,User6,x86,DESKTOP-XYZ,"May 12, 2025 @ 15:17:51.154"
modified,E:\Data\whether.txt,"system,read","group,owner",1318445,1667976,"May 14, 2025 @ 18:16:20","May 14, 2025 @ 19:06:48",7ecda9d625335f30f0c9b6af45e7d78ed96b688185d9f193c8ba0400ef828384,3a11d2ec50d471994e3c7796b000ff12793b4a272657d85f33d7de1dd0a1627e,6780,System,arm64,SERVER-BETA,"May 18, 2025 @ 20:09:53.805"
modified,C:\ProgramData\avoid.bat,"system,read",owner,873089,1354828,"May 03, 2025 @ 22:04:42","May 03, 2025 @ 22:38:07",2731d6c0fcafbafe00b0c4eaa6151ce95d128a584b909c43f8d670a626372d50,7b8dd8ecf0c1c3ba6a257e497985a1bd,5949,System,arm64,DESKTOP-ALPHA,"May 02, 2025 @ 08:45:07.247"
modified,C:\Users\Guest\Documents\ever.xlsx,"read,hidden,system,exec",size,476587,836265,"May 16, 2025 @ 09:12:14","May 16, 2025 @ 10:07:07",2dcccb87caef3c1d7bc955b2b873b3fd,debd2795de9f1d8fe0c182b272086daa14beb9970ff8bb3abf18a2b4ee885d31,2661,Guest,x86,WORKSTATION-01,"May 09, 2025 @ 21:04:14.147"
deleted,E:\Data\wish.pdf,"read,write","group,mode",1409587,1690362,"May 03, 2025 @ 01:18:24","May 03, 2025 @ 02:04:43",84f342826702d4042c6be54fc6bc55b25d5ccef88c1ff9bd1cfd9be99ec43b52,7b1c82ca8039d54499d205cf8cd40ba57c357a4522f55b5517806fba0a853f33,6479,User4,arm64,SERVER-BETA,"May 14, 2025 @ 10:45:28.071"
added,C:\Windows\Temp\affect.csv,"system,hidden,exec,write",mtime,1278377,1512401,"May 28, 2025 @ 07:08:09","May 28, 2025 @ 07:51:31",63bfd957e0f1a7d1919fde478bf4d8753c39d153a88efb4fc3cba4d934c928a5,91d74bdd5d3bb11a79202db1cee7325ef5a7b5d6acb0253351f86fb03a88e7ff,4040,User2,AMD64,WORKSTATION-01,"May 29, 2025 @ 09:25:29.401"
deleted,E:\Data\discover.jpg,"exec,archive,write",group,904743,735993,"May 20, 2025 @ 00:17:59","May 20, 2025 @ 01:16:49",c675df9e23eb89cc521853cb6fc6a57454cedeef96a20555b433cb05f4eb4342,9da10a99401d05eb2947335d210d671620606c65efd9667e2632ac8a5437741b,3387,Project,x86,SERVER-BETA,"May 10, 2025 @ 02:31:07.079"
modified,C:\Users\User1\Downloads\view.pptx,"system,read",size,1863541,1499736,"May 06, 2025 @ 01:09:59","May 06, 2025 @ 01:17:41",de57f16a093425d556c25c4cf33068e0cde719a4faac86bbbde58a02b200b321,f942007b704e28fda5ed5d614d211453c73f847cc4955cb365f1418e26642c90,1825,User3,arm64,SERVER-BETA,"May 24, 2025 @ 04:49:11.965"
added,C:\Users\Public\Videos\consider.txt,"hidden,read,archive,exec",group,1001379,1039776,"May 30, 2025 @ 04:46:03","May 30, 2025 @ 05:25:41",0b4157e928c2f4af69385eb0940da09579274b454ba817fb20bf1561adeb1112,07986d70c6913f4cf286f6a2b45832241aff8ef423bcbd25f5a6ce049d259d91,1379,Project,AMD64,SERVER-BETA,"May 30, 2025 @ 06:19:32.726"
added,C:\Windows\System32\something.jpg,"system,exec,hidden,write",mode,7381,267508,"May 10, 2025 @ 19:42:47","May 10, 2025 @ 20:23:07",b7a0b72c0f7239dd87bce0ecf8ce1348a361f34544bbdc4e1212bc4ab5477376,e8bf4c6d3b9bb9374e981e67b5df182b0898b01d70973c762b6447b452ff2557,3872,User2,arm64,HOME-PC,"May 09, 2025 @ 13:29:34.764"
modified,C:\Users\Public\Videos\speak.dll,"archive,system,read",group,1534508,1133950,"May 08, 2025 @ 03:20:00","May 08, 2025 @ 03:30:16",0b88512d5df9885f4aa3df0a60a948daf148673edba4c8d19435d11b06fd3502,4d0dd584a1428016070181f3f1695fca,7314,Admin,arm64,SERVER-001,"May 04, 2025 @ 03:06:16.366"
added,C:\ProgramData\face.csv,"exec,hidden,write","mtime,mode",631662,496852,"May 09, 2025 @ 18:42:45","May 09, 2025 @ 18:56:59",0d663c09d2edc338509986f34e74071a9fab7c1764221a6ff9da0c13dc1500bb,bf244f71d8fd948edc9e3bebe35b4315188761b1677f9aed1fddec5e72c7236d,3177,User6,x86,DESKTOP-XYZ,"May 19, 2025 @ 12:14:41.015"
deleted,E:\Data\down.pptx,"read,hidden",mtime,1570807,1653955,"May 29, 2025 @ 22:34:02","May 29, 2025 @ 22:38:36",792836a69e52cc7908e00974a87b04b6cbd646b731cdb725ad27f6678b2a993c,d3408fa238c332e76baefe52bd7108aec033d9f8a2fa3a4512311c3755855d58,2710,Project,AMD64,DESKTOP-5JEIKFF,"May 05, 2025 @ 17:55:13.572"
added,C:\Users\User1\Downloads\charge.txt,"system,exec,read","mode,owner",246841,126824,"May 07, 2025 @ 09:22:17","May 07, 2025 @ 09:50:45",9d71159d5cbbf5fe5f244afc8fe5ada290a78565ba368cd8899391e262fdf209,515c472c5faa56821c1bdb44b6b2c801f26bb2b7bc6a504775825c4b500d79fe,2533,User3,AMD64,LAPTOP-1234,"May 02, 2025 @ 18:35:32.539"
deleted,C:\Windows\Temp\explain.dll,"exec,system,hidden","mtime,group",458186,900296,"May 13, 2025 @ 08:35:44","May 13, 2025 @ 08:46:47",03260d064d0595c00248e903a177104f80189d27300015dbf73a75af44e73656,adf28a1a530f4cd39921e09465f14e0c198e3a45c51a6544a046c1295ad45e20,9791,Guest,x86_64,WIN-LAPTOP,"May 07, 2025 @ 17:36:08.275"
modified,C:\Users\User2\Desktop\director.zip,"write,archive",mtime,1527331,1279429,"May 11, 2025 @ 22:38:27","May 11, 2025 @ 23:05:06",0ea0c98e6bc9afed15106d8d43f05d95c85a7a03e3eea2ed2c1e030563763957,79bd53db998d78a4e4d0ec078b2bc9f049b072032d10e36be52cacd2c77c3ed7,2971,User6,x86_64,HOME-PC,"May 02, 2025 @ 12:37:51.376"
deleted,C:\Users\Public\Videos\blue.exe,"read,exec",group,1928940,1788597,"May 16, 2025 @ 23:34:32","May 17, 2025 @ 00:19:03",9e12a0c530eedcde715286efcb1128138d4b20e0f2775c99b694e0648f420210,cea11ec4b78fe1a38e601600de845b33724b7e0f89879b55f7dee13da3796333,5494,User3,arm64,SERVER-BETA,"May 23, 2025 @ 04:03:08.745"
deleted,C:\Users\Guest\Documents\class.zip,"hidden,exec,archive,write","owner,mtime",787026,773140,"May 08, 2025 @ 12:36:08","May 08, 2025 @ 13:17:12",8e2edeab261a00f075ffbfe603b188405473fb4ac98ab93bb264d36aa0e082c8,91a199e8d24a832a78b66d9eb6261bcc826ba03be17467f8b929dbaad9612746,4957,System,arm64,DESKTOP-XYZ,"May 22, 2025 @ 04:06:25.480"
deleted,E:\Data\page.csv,"archive,hidden",owner,1840254,2200416,"May 04, 2025 @ 09:04:50","May 04, 2025 @ 09:33:39",d22dc0b9d5b510f17990d8f48a84640e8c4cab0a44a1d63f77159be3c882ebf6,ae13c4243cb32727f6c0873b81f5a33fcf57647322bdf311e8d3d61408207091,9000,Guest,x86_64,HOME-PC,"May 31, 2025 @ 19:38:57.196"
added,C:\Windows\System32\almost.bat,"exec,system,hidden,read",owner,1685603,1334788,"May 20, 2025 @ 19:07:40","May 20, 2025 @ 19:11:31",73a436dc30df9cf781c5460f3f9ffd7e,b579be2fa2513f45192ae95cc329c276,4254,User4,x86_64,LAPTOP-1234,"May 21, 2025 @ 09:50:46.436"
deleted,C:\Users\User2\Desktop\other.docx,"write,read,exec,archive",owner,1098077,1172249,"May 03, 2025 @ 16:49:06","May 03, 2025 @ 17:27:15",93cfda5729253f57c919ce5c424dec2492c05f491441bdab90f5b8feaa714a8a,a9b4c1c4c05199255a9354f691398c6309519df5ca2ad222e2d4bf2ef4596c25,7864,Project,x86,DESKTOP-ALPHA,"May 18, 2025 @ 08:34:42.373"
deleted,C:\Users\User2\Desktop\nice.bat,"read,archive","group,mode",753532,558295,"May 30, 2025 @ 05:33:53","May 30, 2025 @ 06:18:05",6fd04fd1e274d63bec0ea23a4b0d259fc6bbbaf2e50c15de85b5813ff649b103,15d3390a1d7e77fa9de03e90bc44466b7151b555c9c845852f756a76202ba8ef,8813,Guest,x86,SERVER-001,"May 31, 2025 @ 17:57:08.453"
added,D:\Work\year.dll,"system,write,read","owner,group",601990,443018,"May 13, 2025 @ 22:40:10","May 13, 2025 @ 23:18:46",16082e671498fcec90d68a81ccdf4ae697f5763719b7fec07a4cbe59dabe2395,f4f62e6ee32706f5a08aec1caa604e971523b1d5c1d1592bc4a60405cb4e1ddb,2398,User5,AMD64,DESKTOP-XYZ,"May 29, 2025 @ 01:16:29.796"
modified,E:\Data\suggest.jpg,"system,exec,read,hidden",owner,980266,1093974,"May 27, 2025 @ 15:55:17","May 27, 2025 @ 16:39:44",337c8cb3559e57fe25227f420ae0318673a2de7c0310afcc57938093ca9bc43b,c3a277681ae10313dd1e939055f15b7eb6309a1071a05f3b35668c3a540cf4a7,9535,User2,arm64,SERVER-BETA,"May 24, 2025 @ 15:06:03.814"
modified,C:\Users\User1\Downloads\several.csv,"write,system,archive",size,432246,344207,"May 26, 2025 @ 23:20:50","May 26, 2025 @ 23:57:54",cee1702baeca9691e59cd7db916d283291e6235d39bd3593cf18e0a62ce78835,dd70bee4575effe349df1d2c6440793bea2f1d3c41645c8728365e0130988044,1585,System,x86,DESKTOP-ALPHA,"Jun 01, 2025 @ 00:38:59.812"
modified,C:\Windows\System32\care.docx,"archive,hidden,write,system",mode,1824467,2263627,"May 30, 2025 @ 22:48:17","May 30, 2025 @ 23:27:05",07c2d32d785a85b914e5359ce0393c1550e974ed0b504bc97c7ffdcbdb483481,ce0e2e20b1ae5455539c6f80918939fb11e7b4e42c33f5dcd17fbc0006845f5b,3370,User2,x86,SERVER-001,"May 24, 2025 @ 02:15:38.404"
modified,C:\Users\User2\Desktop\modern.pdf,"exec,archive,hidden","group,mode",251636,641012,"May 07, 2025 @ 13:50:43","May 07, 2025 @ 13:52:08",7785d3ba005201495b8cda8ed537b18edcb96b7769f9cb1147c042f47cc1aa50,570158478fd76ccde2ee45310cbbc5dbae7047ac56d0fc0376acce5ffa88b05b,5274,User2,x86_64,SERVER-001,"May 19, 2025 @ 09:34:34.541"
deleted,D:\Work\free.bat,"read,write","size,mtime",432234,1,"May 11, 2025 @ 11:22:44","May 11, 2025 @ 12:08:52",634a1d4455b92ce2b41ca5af1fd30126,d887265dbf9ace7a5656d1ed0cf5b368c6373923ff07200dad65487eb92aa488,5311,User5,AMD64,DESKTOP-XYZ,"May 10, 2025 @ 23:09:38.523"
modified,C:\Users\Guest\Documents\whom.xlsx,"write,read",owner,1925097,1976368,"May 11, 2025 @ 00:44:06","May 11, 2025 @ 01:10:12",c9deec239fddb9cf11bf078c11254034,bdb8ec551f7c82a3b0858d1ffc555c1e6adec5445945909e191ca52ccb0b8feb,2737,System,AMD64,DESKTOP-5JEIKFF,"May 11, 2025 @ 13:38:05.145"
modified,C:\Users\User2\Desktop\garden.csv,"read,exec,write",owner,523369,138296,"May 09, 2025 @ 00:03:07","May 09, 2025 @ 00:41:03",7380e92277af0ab74f5ecafc74bd312cec46f19fc8ede84d0d9a9b163b6519f2,7c25e156b617511e26c4ffee6f0d77140f518fbfb257f3eb9954a17a19a9c9e3,7375,Admin,arm64,DESKTOP-5JEIKFF,"May 11, 2025 @ 09:08:34.610"
deleted,D:\Work\others.docx,"system,write,archive","mode,mtime",940927,1139750,"May 15, 2025 @ 20:16:43","May 15, 2025 @ 21:00:24",179c7738622e868d521975a4a528f840d56b9cdf0472e5045aac6cbbcc7c4511,fd552e22a1f812d3ef9eca15989c3cd392a5329711675a66019e55b28eb307e1,9910,User4,arm64,DESKTOP-XYZ,"May 18, 2025 @ 08:52:28.672"
added,C:\Users\User1\Downloads\everybody.csv,"hidden,read,write,system","owner,mtime",1134908,1387343,"May 16, 2025 @ 06:35:32","May 16, 2025 @ 07:02:10",f7f6c3357b431104139b8d67fb8b50d59f65a46b88b39929ce41e59f310ffe8a,cf739ca10b94b8d6163cc05a775d6cdb03e3bdb31f4ed58f0c7edd0934700818,4874,User5,arm64,WORKSTATION-01,"May 15, 2025 @ 17:03:21.684"
added,C:\ProgramData\message.xlsx,"system,archive",owner,112480,546392,"May 10, 2025 @ 06:52:19","May 10, 2025 @ 07:44:22",89d51b2e4617bb7553718716531460d97f94b4a51c3005d557f04c50bc36427f,90c8bd70f553f586a1de1f86636a97c5,2614,User1,x86_64,DESKTOP-ALPHA,"May 31, 2025 @ 19:29:32.529"
modified,D:\Work\least.csv,"read,system",group,220121,439483,"May 06, 2025 @ 06:12:58","May 06, 2025 @ 06:53:42",c6f1c65513e50714bdd67fa44b8f605d,6071702b1ba4992bb65cdb19b0d29444bd2cd99968c698eca2069bb307656c65,1837,Project,x86_64,HOME-PC,"May 05, 2025 @ 19:02:02.545"
deleted,C:\Users\User2\Desktop\establish.pptx,"write,hidden",owner,1697453,1564878,"May 30, 2025 @ 03:25:18","May 30, 2025 @ 03:33:35",eb41d818812f40d57dbd2c73cc9d9930abb6e860c4ea3534a32e21aa5932fb51,fdd4ac5c1e49c012e5e5c7ab1f82f6fa95474c8c5874205e80e5ff1324e95951,6945,User6,x86,DESKTOP-5JEIKFF,"May 19, 2025 @ 22:06:58.520"
added,C:\Users\Guest\Documents\see.zip,"exec,system,read,write","size,owner",1220552,726185,"May 17, 2025 @ 02:50:13","May 17, 2025 @ 03:09:44",79d0cb6b0dcf162fe3cfb30120c0bb306c685ba9461e24528c96be386dcf41ce,9d9f540a0b8e8df288207c2fa05c3882a26338c3a2f7fab6936c920e698b4a0c,1151,Guest,x86_64,WIN-LAPTOP,"May 25, 2025 @ 01:17:11.835"
deleted,D:\Work\tonight.pdf,"archive,write,read,exec","size,owner",147176,134594,"May 04, 2025 @ 03:43:09","May 04, 2025 @ 04:05:58",5858c68a09182dd8f2f42c76584de8f8f7a4582b99854f109c0d0f2d29c3ef4e,6db997041420ddd6fc451da2bddd3c8d70104b7cddb3356476b4e32ba275f47e,3593,User5,arm64,DESKTOP-ALPHA,"May 23, 2025 @ 02:24:37.279"
added,C:\Users\Public\Videos\add.pdf,"exec,archive","mtime,owner",1572373,1163517,"May 03, 2025 @ 01:40:07","May 03, 2025 @ 01:53:43",fc2cc8e8cd8a757acf9640e48de3d80e6ed81d7755db3e8674f6010862615ac7,84481e0e4013f29e00b654f61c6cb0d037622391a3a6f526975d24eca4796a85,2614,Guest,arm64,WORKSTATION-01,"May 16, 2025 @ 07:16:40.606"
modified,E:\Data\game.xlsx,"archive,system,write","mode,owner",811278,1010548,"May 07, 2025 @ 10:53:30","May 07, 2025 @ 11:52:38",b21a6b2e0895fd6ac996b66f60758411,16735b87fd7c8cf82b10375c0e04c2f35baa8da496cea8bc5d9dd465d60d5e5d,8850,User4,x86_64,WIN-LAPTOP,"May 20, 2025 @ 10:32:29.744"
added,C:\Users\User2\Desktop\stock.txt,"system,exec,hidden,write",group,1670492,2099268,"May 15, 2025 @ 20:21:55","May 15, 2025 @ 21:19:57",b3849b9ca343f16a876667e2759248c43a5008961f45cb1b2b63fdeb3330e717,eb230cc5902392d0cf8459daf9bdbb40840e6e7b3d459094301255583862248c,5848,User2,x86_64,DESKTOP-XYZ,"May 23, 2025 @ 01:05:50.479"
added,C:\Users\Public\Videos\sit.dll,"archive,read,hidden,exec",mtime,29922,405405,"May 24, 2025 @ 02:31:36","May 24, 2025 @ 03:09:12",18d90970af6f616694ce67f7c266396353bd6dfb31764323310e3502fdaa7675,fa3af1b701ee90f984a8d37c714bb6f94be0f07a644ea494ee746e77b7406ded,3231,System,x86,SERVER-BETA,"May 02, 2025 @ 23:30:44.832"
added,C:\Users\User1\Downloads\right.jpg,"read,system,write",size,344582,535014,"May 30, 2025 @ 03:29:57","May 30, 2025 @ 04:23:31",556f9f326abc68e3bd4583a0632e43b1,02f715bb209e3f4179a07a8293453ba3a305551faf653559b8ab21d47b7fb7c9,2267,User4,x86,SERVER-001,"May 31, 2025 @ 13:51:51.365"
added,C:\Windows\System32\young.jpg,"write,exec,archive","mtime,owner",1923142,1807998,"May 18, 2025 @ 12:30:44","May 18, 2025 @ 12:51:37",2792008ced438803376f04aac7e793fb25996bd56094b5cde2ba2d0e3bd973a4,11840b80d0d20b1cd947af5ce5cffccac41bb33a13f86969fdb878fba6f1b17f,6152,User1,arm64,DESKTOP-ALPHA,"May 03, 2025 @ 03:13:03.641"
deleted,C:\Users\Public\Videos\think.xlsx,"archive,system,read,hidden","owner,mode",1674723,1730991,"May 13, 2025 @ 12:06:03","May 13, 2025 @ 12:46:04",126be38294cc0f05b28fa02d480cecd15cfcc01f4e6ba2ee4cb766548303487c,c9056b60887fa6a245c155c8e4a242b3,5224,User5,arm64,DESKTOP-ALPHA,"May 13, 2025 @ 07:41:45.637"
added,E:\Data\many.xlsx,"write,hidden,archive",mtime,1645380,1753868,"May 24, 2025 @ 15:49:09","May 24, 2025 @ 16:13:02",d5cb8633038904ba81e53450ede26f398931e955c76117d2fc5966b087a81eec,27eec9817a874e397be3e6020c29b62bf59c0935733b48adcef5ca69d4fec6bc,7400,User6,x86_64,LAPTOP-1234,"May 09, 2025 @ 07:21:39.286"
added,C:\Windows\Temp\themselves.pdf,"write,exec,archive,read",size,641505,1113154,"May 06, 2025 @ 13:03:17","May 06, 2025 @ 13:08:05",ac052958c1f7901945765cabaeb896d3a97153993720197cf91c40df4d47846d,143c309d396863198fb9c2a09a77f45f48f651caf8b2e60192a403fcdaa4cc6b,1396,Admin,x86_64,SERVER-001,"May 19, 2025 @ 12:19:52.232"
